price,brand,yearOfRegistration,odometer,powerPS,notRepairedDamage
6100,opel,2007,150000,120.0,no
750,ford,1998,150000,90.0,no
7499,smart,2013,20000,72.0,unknown
4750,opel,1998,20000,75.0,unknown
2490,opel,2005,150000,80.0,no
600,opel,2001,150000,53.0,unknown
899,fiat,2003,90000,80.0,no
2099,sonstige_autos,2004,150000,131.0,no
11950,hyundai,2009,150000,239.0,yes
4999,bmw,2002,150000,150.0,no
20900,mercedes_benz,1972,150000,200.0,no
4750,suzuki,2004,100000,80.0,no
1390,volkswagen,1997,150000,75.0,no
26500,volkswagen,2010,100000,140.0,no
3900,opel,2004,125000,69.0,no
950,alfa_romeo,2002,150000,165.0,no
10600,bmw,2004,150000,204.0,no
3,opel,2003,150000,147.0,unknown
24790,bmw,2011,90000,245.0,no
11800,mercedes_benz,2007,125000,183.0,no
14500,bmw,2007,125000,150.0,no
6500,mercedes_benz,2006,50000,95.0,no
700,mitsubishi,2000,150000,90.0,yes
1500,volkswagen,2003,150000,150.0,unknown
850,volkswagen,1996,150000,6.0,no
13990,mercedes_benz,2008,125000,150.0,no
11350,bmw,2005,125000,192.0,no
2500,volkswagen,1991,150000,60.0,no
5750,mini,2001,150000,116.0,no
1200,opel,1999,150000,65.0,unknown
3199,opel,2004,150000,170.0,no
950,fiat,2000,150000,120.0,unknown
7500,bmw,2002,150000,184.0,no
1500,volkswagen,1999,150000,,no
6700,audi,2005,150000,102.0,no
300,mitsubishi,1995,150000,75.0,no
1700,audi,2000,150000,,unknown
3900,bmw,2001,150000,231.0,no
27020,volkswagen,2015,10000,150.0,no
250,bmw,1995,150000,102.0,yes
1180,mercedes_benz,1994,125000,122.0,no
1800,renault,2002,150000,120.0,no
8400,volkswagen,2013,30000,,no
2900,mercedes_benz,2000,150000,163.0,unknown
2998,fiat,2006,125000,65.0,no
1200,bmw,1992,150000,170.0,unknown
14700,volkswagen,2010,125000,211.0,no
4000,bmw,1999,150000,193.0,no
599,bmw,1990,150000,129.0,no
3999,mercedes_benz,2002,150000,140.0,no
1950,seat,2003,150000,105.0,no
3900,toyota,2009,90000,68.0,no
1100,skoda,1998,150000,101.0,no
10900,chrysler,1997,150000,180.0,no
7200,bmw,2006,150000,129.0,no
24990,bmw,2002,125000,343.0,no
7200,bmw,2002,150000,231.0,unknown
8450,bmw,2002,150000,231.0,no
14900,volkswagen,2012,90000,140.0,no
7470,mini,2004,100000,90.0,no
500,opel,2001,150000,144.0,yes
1400,ford,2003,150000,,no
3750,bmw,1998,150000,170.0,no
13800,opel,2015,10000,87.0,no
3550,peugeot,2003,150000,136.0,no
5250,mazda,2007,150000,,no
3998,bmw,1997,150000,150.0,no
18200,audi,2007,40000,200.0,no
2000,volkswagen,2004,150000,,unknown
2000,dacia,2006,125000,87.0,no
5900,opel,2007,100000,105.0,no
1500,audi,1999,150000,,no
1000,bmw,2001,150000,116.0,yes
1500,audi,2004,150000,163.0,no
2999,skoda,2005,150000,116.0,no
6800,skoda,2007,150000,140.0,no
2590,bmw,1994,150000,116.0,no
1,porsche,1980,100000,,unknown
8300,volkswagen,2009,100000,,no
15890,audi,2010,150000,170.0,no
500,nissan,1994,150000,,unknown
500,volkswagen,1999,150000,,unknown
3399,mini,2002,150000,90.0,no
850,volkswagen,1996,150000,,no
3290,peugeot,2006,70000,73.0,no
251,peugeot,1991,150000,60.0,yes
4500,volkswagen,1991,30000,,no
8500,volkswagen,2011,40000,75.0,no
2555,bmw,2003,150000,150.0,no
450,mercedes_benz,1999,150000,90.0,unknown
1750,bmw,1995,150000,211.0,unknown
12500,opel,2011,70000,179.0,no
17400,bmw,2010,125000,177.0,no
3600,audi,2005,150000,140.0,yes
490,volkswagen,1990,150000,54.0,unknown
2222,ford,2004,150000,60.0,no
500,volkswagen,1998,150000,75.0,yes
1500,bmw,1998,150000,118.0,no
2450,opel,2003,150000,90.0,no
2400,honda,1997,150000,125.0,unknown
899,volkswagen,1999,150000,50.0,no
2555,bmw,1998,150000,140.0,no
500,renault,1998,80000,75.0,yes
9999,dacia,2015,5000,105.0,no
5900,bmw,2009,150000,177.0,yes
2850,volkswagen,2003,150000,47.0,no
1000,volkswagen,1998,150000,75.0,no
1490,volkswagen,2003,150000,131.0,yes
9850,volkswagen,2007,150000,140.0,no
8000,hyundai,2008,70000,141.0,no
4580,citroen,2005,80000,109.0,no
3800,bmw,2005,125000,115.0,yes
2299,renault,2003,150000,120.0,no
8600,bmw,2004,150000,218.0,no
400,ford,2001,150000,,yes
4900,volkswagen,2004,150000,105.0,yes
1000,ford,2000,150000,50.0,no
2500,mercedes_benz,2001,150000,125.0,no
4750,bmw,2003,150000,150.0,no
11699,bmw,2007,150000,177.0,no
800,volkswagen,1996,150000,60.0,no
5300,volvo,2006,150000,136.0,no
1650,alfa_romeo,1998,150000,103.0,no
6500,mercedes_benz,2008,125000,292.0,yes
18550,volkswagen,2015,10000,105.0,no
8990,honda,2002,125000,241.0,no
17400,bmw,2011,100000,204.0,no
6400,volkswagen,2007,150000,140.0,no
3380,volkswagen,2000,150000,88.0,no
6990,seat,2009,90000,125.0,no
7900,mercedes_benz,2008,60000,116.0,no
16900,sonstige_autos,1989,80000,143.0,no
12800,bmw,2008,125000,177.0,no
2900,peugeot,2004,125000,,no
5600,volkswagen,2001,150000,150.0,no
6700,smart,2010,40000,71.0,no
1399,hyundai,2006,125000,67.0,yes
15490,bmw,2008,150000,197.0,no
1100,volkswagen,1988,150000,90.0,no
5900,mercedes_benz,2004,90000,125.0,unknown
14900,opel,2013,80000,160.0,no
1199,bmw,1998,150000,101.0,no
17200,volkswagen,2004,150000,86.0,no
3290,volkswagen,2005,150000,64.0,no
12500,skoda,2010,150000,170.0,no
400,rover,2016,80000,75.0,unknown
450,bmw,2014,5000,,unknown
1000,renault,2016,5000,88.0,yes
1890,opel,1998,70000,65.0,no
5750,volkswagen,2007,150000,105.0,no
2199,peugeot,2005,150000,136.0,no
3350,bmw,1999,150000,118.0,no
12990,volkswagen,2012,60000,122.0,unknown
5390,seat,2007,150000,131.0,no
8499,ford,2011,150000,116.0,no
2000,opel,2003,150000,101.0,unknown
11850,peugeot,2010,100000,156.0,no
1199,renault,1999,150000,107.0,no
12400,mercedes_benz,2011,60000,129.0,no
10700,audi,2009,150000,125.0,no
24550,audi,2014,30000,179.0,no
1390,volkswagen,1999,150000,101.0,no
1450,opel,2000,70000,58.0,no
1490,ford,2002,150000,131.0,no
3250,nissan,2005,150000,116.0,no
32999,bmw,2013,40000,184.0,no
1750,skoda,2002,150000,75.0,no
1150,audi,1991,150000,133.0,no
5900,volkswagen,2002,150000,102.0,no
28700,bmw,2010,150000,245.0,unknown
10500,suzuki,2006,100000,140.0,no
350,mitsubishi,2002,150000,,unknown
4850,volkswagen,1997,150000,102.0,unknown
1350,bmw,1996,150000,150.0,yes
14850,audi,2011,40000,125.0,no
6800,ford,2011,50000,60.0,no
5500,renault,2011,60000,75.0,no
9900,mercedes_benz,2007,150000,170.0,no
3900,nissan,2006,150000,110.0,no
2500,renault,2003,125000,75.0,no
10800,bmw,2003,150000,231.0,no
35790,bmw,2011,50000,258.0,no
2700,skoda,2003,150000,116.0,no
1100,saab,2002,150000,125.0,no
2599,kia,2004,150000,126.0,no
6499,volkswagen,2004,150000,136.0,no
4500,rover,2004,125000,136.0,unknown
1000,opel,1999,150000,40.0,no
6299,volkswagen,2009,90000,80.0,no
5900,citroen,2012,40000,68.0,no
9999,volkswagen,2012,60000,90.0,no
9990,bmw,2007,100000,178.0,unknown
27900,ford,2013,40000,200.0,no
151990,porsche,2007,20000,415.0,no
18900,bmw,2009,100000,197.0,no
15555,volkswagen,2008,150000,239.0,no
41900,volkswagen,2014,40000,245.0,no
100,suzuki,2000,150000,,unknown
1650,opel,2003,30000,65.0,no
1999,ford,1999,90000,116.0,no
7400,smart,2011,60000,54.0,no
3400,audi,2002,150000,131.0,no
5900,audi,2001,50000,130.0,no
21900,jeep,2003,60000,174.0,no
1999,sonstige_autos,2006,150000,170.0,no
7900,bmw,2005,150000,163.0,no
24900,sonstige_autos,1975,30000,194.0,no
900,volkswagen,1996,20000,,unknown
3900,volkswagen,2007,100000,80.0,no
3000,chrysler,2001,150000,203.0,no
3690,peugeot,2009,80000,75.0,no
2800,mitsubishi,2001,100000,120.0,no
3999,volkswagen,2007,150000,,no
899,renault,1996,100000,58.0,no
3200,nissan,2004,150000,136.0,unknown
2300,mercedes_benz,1999,150000,,no
700,kia,2003,150000,115.0,no
1450,volkswagen,1998,5000,90.0,no
2400,mitsubishi,2004,150000,122.0,no
16790,toyota,2014,20000,132.0,no
500,audi,2016,150000,,unknown
13970,mercedes_benz,2007,100000,224.0,no
1700,honda,2003,80000,90.0,yes
20222,chevrolet,2013,50000,184.0,no
6950,audi,2006,150000,232.0,no
10299,mini,2010,125000,90.0,no
1700,renault,1999,70000,107.0,no
2499,ford,2001,150000,146.0,no
549,honda,1995,150000,75.0,unknown
8249,audi,2006,80000,102.0,no
1650,skoda,2000,150000,75.0,unknown
500,peugeot,2000,150000,60.0,yes
16500,volkswagen,2009,150000,240.0,no
2650,opel,2004,150000,101.0,no
22750,mercedes_benz,2011,90000,184.0,no
3990,mitsubishi,2007,125000,,no
300,citroen,2005,150000,60.0,unknown
950,audi,2001,150000,155.0,yes
3500,volkswagen,1993,150000,90.0,no
3500,opel,2003,150000,147.0,no
950,volkswagen,2000,150000,,unknown
12000,volkswagen,2013,125000,105.0,no
10980,volkswagen,2011,100000,105.0,no
2000,ford,2016,150000,140.0,no
2200,volkswagen,2001,150000,116.0,yes
2299,bmw,1995,150000,116.0,no
3300,mercedes_benz,2004,150000,82.0,no
2800,mercedes_benz,2000,150000,230.0,unknown
250,seat,1998,150000,60.0,yes
4650,volkswagen,2005,150000,140.0,no
2190,mercedes_benz,2003,150000,102.0,no
430,ford,1997,150000,115.0,unknown
999,peugeot,2003,125000,102.0,yes
5599,volkswagen,2008,125000,105.0,no
11400,audi,2008,150000,180.0,no
550,opel,2002,125000,,unknown
12800,nissan,2004,125000,280.0,no
50,opel,1999,150000,,unknown
7999,opel,2007,150000,150.0,no
850,volkswagen,1999,150000,68.0,yes
9400,fiat,2010,60000,135.0,no
650,volkswagen,2000,150000,75.0,yes
300,suzuki,2001,125000,,unknown
1150,mazda,1999,150000,,no
5900,kia,2012,125000,86.0,no
1000,audi,2000,10000,75.0,unknown
7250,bmw,2002,125000,218.0,no
3200,volkswagen,1991,50000,131.0,no
9100,bmw,2006,150000,258.0,no
1500,renault,2000,150000,,no
6500,mercedes_benz,2005,150000,143.0,no
23999,bmw,2010,70000,184.0,no
6850,mercedes_benz,2002,150000,163.0,no
1300,hyundai,2016,100000,77.0,yes
625,opel,2000,150000,144.0,yes
3500,seat,2009,150000,85.0,unknown
1850,audi,1997,150000,125.0,no
1490,opel,2000,125000,101.0,no
33950,bmw,2015,20000,320.0,no
599,fiat,2002,150000,60.0,yes
16350,seat,2014,40000,140.0,no
500,alfa_romeo,1999,150000,150.0,no
34900,audi,2016,5000,190.0,no
4545,volkswagen,2005,150000,116.0,no
6900,bmw,2008,150000,122.0,yes
2000,opel,2003,150000,125.0,no
3980,audi,2004,150000,179.0,no
500,hyundai,1995,125000,114.0,no
1,peugeot,2007,125000,,no
15450,bmw,2012,150000,184.0,no
3250,mercedes_benz,1995,150000,219.0,unknown
16999,mercedes_benz,2006,150000,306.0,no
8999,bmw,2006,150000,129.0,no
9900,audi,2009,150000,143.0,no
1499,renault,2003,150000,120.0,no
16660,mercedes_benz,2009,150000,170.0,no
1800,bmw,2000,150000,170.0,yes
4950,ford,2007,125000,90.0,no
9200,bmw,2006,150000,122.0,no
11800,volkswagen,2012,50000,105.0,no
700,mercedes_benz,1998,150000,125.0,unknown
2900,peugeot,2005,150000,68.0,no
12999,volkswagen,2006,125000,250.0,no
499,ford,1996,70000,75.0,no
680,volkswagen,1993,5000,54.0,unknown
600,opel,1998,150000,65.0,unknown
4500,volkswagen,2005,150000,102.0,yes
6700,audi,2005,125000,105.0,no
100,volkswagen,1997,150000,60.0,yes
5300,honda,2009,100000,88.0,no
2500,mercedes_benz,2003,150000,82.0,no
1270,subaru,2000,150000,68.0,no
4900,mercedes_benz,2002,150000,279.0,no
6999,volkswagen,2007,150000,170.0,no
1550,volkswagen,1995,150000,75.0,no
1600,volkswagen,1997,150000,150.0,no
5700,mercedes_benz,2004,150000,177.0,no
3000,opel,2005,150000,170.0,unknown
5000,mini,2004,125000,116.0,no
800,volkswagen,2001,150000,50.0,unknown
2200,ford,1996,150000,156.0,no
7650,chevrolet,2011,70000,95.0,no
61900,land_rover,2014,30000,258.0,no
12700,volkswagen,2009,125000,140.0,no
2100,opel,2002,125000,75.0,no
2200,bmw,2002,150000,136.0,no
1300,volvo,1998,150000,235.0,no
5990,ford,1990,100000,185.0,no
5800,ford,2004,150000,125.0,no
2800,citroen,2008,150000,68.0,no
999,mitsubishi,1999,150000,125.0,no
3999,peugeot,2007,150000,90.0,no
18200,volkswagen,2011,90000,160.0,no
10590,volkswagen,2012,70000,105.0,no
7990,mercedes_benz,2005,150000,224.0,no
50,opel,1998,150000,55.0,yes
11950,audi,2009,150000,179.0,no
8299,mercedes_benz,2001,150000,163.0,no
4800,renault,2012,70000,75.0,no
16400,mercedes_benz,1992,150000,122.0,no
999,skoda,2000,150000,68.0,no
16980,audi,2009,90000,160.0,no
1300,mitsubishi,1995,150000,111.0,no
700,ford,1999,150000,115.0,unknown
8700,renault,2004,50000,135.0,no
4900,volkswagen,1992,150000,150.0,no
1250,opel,1999,150000,60.0,no
15000,volkswagen,2012,90000,140.0,unknown
1250,daihatsu,2003,125000,58.0,no
12490,audi,2009,150000,239.0,unknown
400,subaru,2016,150000,,unknown
200,ford,2000,100000,,unknown
23499,mini,2014,20000,170.0,no
3790,renault,2009,125000,76.0,no
21000,bmw,2012,100000,184.0,no
2700,volkswagen,2002,150000,131.0,no
3250,opel,2009,150000,75.0,no
220,opel,1995,150000,136.0,yes
2850,chevrolet,1995,150000,160.0,no
2750,trabant,1963,150000,23.0,no
990,opel,2000,125000,54.0,unknown
4500,audi,2004,150000,163.0,unknown
25,audi,1995,150000,90.0,unknown
19600,volkswagen,2008,150000,174.0,unknown
2750,ford,2008,80000,60.0,no
6950,chevrolet,2003,150000,270.0,no
22900,volkswagen,2015,20000,140.0,no
2000,volkswagen,1985,100000,54.0,no
50,volkswagen,2000,5000,,unknown
9100,volkswagen,2009,125000,110.0,no
19200,bmw,2012,125000,,unknown
1000,volkswagen,1998,150000,110.0,unknown
17500,opel,2012,100000,194.0,no
4000,peugeot,2005,80000,80.0,no
1000,renault,2001,150000,95.0,no
4900,audi,2007,125000,140.0,yes
2000,volkswagen,1999,150000,150.0,no
2300,chevrolet,2009,80000,52.0,no
8000,volkswagen,2016,150000,140.0,no
3999,opel,2005,125000,90.0,no
3800,citroen,2005,90000,140.0,no
13890,renault,2014,40000,90.0,no
250,opel,1994,150000,,no
600,seat,1999,150000,68.0,yes
1900,bmw,2000,150000,110.0,unknown
6900,mini,2006,50000,116.0,no
650,opel,1996,150000,116.0,yes
2250,volkswagen,2004,150000,131.0,no
600,opel,1997,150000,75.0,no
12900,mercedes_benz,2008,80000,156.0,no
15799,bmw,2011,150000,143.0,no
4999,audi,1997,150000,150.0,unknown
1600,ford,2003,150000,94.0,no
6300,mercedes_benz,2004,150000,143.0,unknown
11999,bmw,2007,150000,286.0,unknown
3100,volkswagen,1984,150000,90.0,no
485,daihatsu,2001,150000,56.0,no
18500,bmw,1982,100000,143.0,no
1500,opel,1999,150000,101.0,unknown
6490,seat,2006,150000,140.0,no
4150,opel,2009,150000,125.0,no
116000,porsche,2013,30000,430.0,no
12500,bmw,2011,80000,116.0,no
11700,mercedes_benz,2006,150000,224.0,no
3990,smart,2007,125000,71.0,no
1150,alfa_romeo,2001,150000,150.0,no
222,ford,1996,150000,45.0,unknown
10,daewoo,2002,150000,104.0,unknown
3700,audi,2002,150000,101.0,no
1400,opel,2002,150000,58.0,no
26900,mercedes_benz,2006,70000,272.0,no
2200,opel,1964,60000,40.0,yes
3000,opel,2001,125000,147.0,no
1999,bmw,1998,150000,150.0,no
9500,audi,2008,150000,,unknown
6995,bmw,2006,150000,163.0,no
900,volkswagen,1999,150000,50.0,yes
1900,volkswagen,2001,125000,75.0,unknown
2700,bmw,1996,150000,,no
12349,bmw,2007,125000,150.0,no
4200,chevrolet,2010,70000,84.0,unknown
1050,nissan,1995,150000,90.0,no
3900,opel,1988,150000,200.0,no
1390,opel,1996,90000,60.0,no
12500,skoda,2011,90000,125.0,no
3750,volkswagen,2009,150000,69.0,no
7490,bmw,2004,150000,170.0,no
3500,opel,2004,125000,44.0,no
14500,sonstige_autos,2002,90000,334.0,no
13299,seat,2012,90000,170.0,no
1300,volkswagen,2001,150000,77.0,no
8499,mitsubishi,2007,125000,136.0,no
5250,bmw,2001,150000,184.0,no
4900,volkswagen,2006,150000,,no
1000,volkswagen,1998,150000,101.0,unknown
800,volkswagen,1995,150000,,unknown
34999,jeep,2015,20000,200.0,no
2250,citroen,2005,125000,68.0,no
16900,audi,2006,100000,200.0,no
12800,volkswagen,2001,150000,102.0,no
3650,skoda,2007,125000,75.0,no
1899,volkswagen,2001,100000,,unknown
4750,ford,2006,50000,101.0,no
8190,audi,2009,150000,140.0,no
15500,volkswagen,2013,60000,105.0,unknown
3250,opel,2003,90000,87.0,no
2950,volkswagen,2001,150000,90.0,no
1200,volvo,1998,150000,145.0,unknown
2399,bmw,1999,150000,286.0,no
11800,bmw,2007,150000,218.0,unknown
13900,bmw,2006,150000,266.0,no
1850,kia,2004,150000,,unknown
8550,ford,2009,150000,175.0,no
19990,porsche,1998,150000,300.0,no
799,volkswagen,1998,150000,125.0,unknown
2100,ford,2004,150000,101.0,no
2599,opel,1979,125000,116.0,no
600,smart,1999,100000,,yes
11700,opel,2011,70000,140.0,no
8900,peugeot,2008,150000,156.0,no
9000,bmw,2010,80000,122.0,no
20750,bmw,2011,70000,204.0,no
3150,ford,2001,125000,145.0,yes
1850,opel,2002,150000,58.0,no
3500,suzuki,2009,50000,68.0,no
11982,volkswagen,2014,30000,69.0,no
23950,mercedes_benz,2010,80000,292.0,no
6200,renault,2009,100000,129.0,no
22900,bmw,2010,70000,272.0,no
1250,mazda,1999,5000,75.0,no
1299,audi,1995,150000,116.0,unknown
250,audi,2016,150000,90.0,no
3990,bmw,2004,125000,116.0,no
1990,volkswagen,2001,150000,90.0,unknown
27300,mini,2014,20000,170.0,no
500,opel,1997,125000,54.0,no
8900,mercedes_benz,2004,150000,163.0,no
1790,citroen,2004,150000,136.0,no
10300,bmw,2010,150000,177.0,no
6000,nissan,2006,125000,86.0,no
3399,audi,2004,150000,102.0,no
2690,volkswagen,2002,125000,75.0,no
11200,volkswagen,1970,10000,44.0,unknown
2500,alfa_romeo,2004,150000,140.0,yes
34000,bmw,2014,50000,184.0,no
9000,chevrolet,2011,100000,163.0,no
6000,audi,2004,125000,150.0,no
430,volkswagen,1998,150000,75.0,no
1200,smart,2005,150000,61.0,no
420,volkswagen,1992,150000,,unknown
11300,audi,2006,150000,224.0,no
2000,opel,2005,150000,,unknown
5695,renault,2010,40000,75.0,no
6389,peugeot,2008,60000,120.0,no
7800,volkswagen,2008,150000,140.0,no
3500,audi,2005,150000,179.0,yes
1150,ford,1998,150000,,no
21000,volkswagen,2011,90000,150.0,no
1990,opel,2000,100000,101.0,no
4990,opel,2009,150000,116.0,no
16400,bmw,2010,150000,163.0,no
2600,bmw,2002,150000,116.0,no
10499,audi,2006,150000,250.0,no
900,ford,2000,150000,60.0,no
8100,chevrolet,2010,60000,,no
1800,bmw,1998,5000,150.0,no
1500,volkswagen,1999,150000,90.0,no
180,volkswagen,2015,5000,,unknown
1000,mitsubishi,2000,100000,136.0,unknown
1549,nissan,2001,150000,114.0,no
4990,volkswagen,1980,5000,,unknown
2800,opel,2005,150000,,no
14590,volkswagen,2012,70000,102.0,no
1500,ford,2009,150000,110.0,yes
100,citroen,1970,5000,,unknown
690,fiat,2004,150000,100.0,unknown
2500,mercedes_benz,2006,150000,136.0,yes
24150,mercedes_benz,2014,40000,156.0,no
350,opel,1997,150000,101.0,unknown
1400,audi,2000,150000,165.0,yes
4300,alfa_romeo,2003,125000,150.0,no
680,mercedes_benz,1999,150000,90.0,no
400,citroen,2001,150000,90.0,yes
380,opel,1995,150000,71.0,no
4300,opel,2007,150000,150.0,no
1290,opel,1994,70000,60.0,no
7999,opel,2009,10000,90.0,no
7490,bmw,2006,150000,150.0,no
3199,opel,2005,150000,106.0,unknown
4000,mercedes_benz,2004,150000,109.0,no
14999,audi,2007,150000,232.0,no
3400,citroen,2009,70000,68.0,no
10950,volkswagen,2016,80000,105.0,unknown
13999,porsche,1990,40000,211.0,no
2000,mercedes_benz,1995,150000,193.0,no
11950,ford,2011,70000,140.0,no
13600,bmw,2005,150000,218.0,unknown
1999,smart,2003,125000,45.0,no
8650,bmw,1991,150000,177.0,no
3000,volkswagen,2000,5000,,unknown
2250,volkswagen,1997,150000,110.0,unknown
9790,bmw,2007,150000,143.0,no
5700,volkswagen,2008,150000,140.0,no
850,volkswagen,1993,125000,60.0,no
2000,mercedes_benz,2000,150000,306.0,no
777,renault,2000,150000,58.0,no
1250,fiat,2001,5000,170.0,unknown
7000,opel,2007,100000,130.0,unknown
1350,volkswagen,1990,125000,54.0,no
13500,nissan,2011,100000,141.0,no
450,seat,1999,150000,50.0,unknown
1299,ford,2001,150000,115.0,no
1499,mitsubishi,1998,150000,136.0,no
1200,volkswagen,1987,150000,75.0,no
7800,mercedes_benz,2006,125000,143.0,no
7250,bmw,2008,125000,122.0,no
8950,bmw,2004,150000,177.0,no
40800,audi,2014,20000,224.0,no
1500,mercedes_benz,1985,150000,136.0,no
5450,mercedes_benz,2004,90000,143.0,no
15000,peugeot,2008,80000,120.0,no
8000,citroen,1987,30000,27.0,no
600,bmw,1995,125000,118.0,yes
3290,smart,2007,150000,71.0,unknown
750,ford,1998,150000,60.0,no
7750,citroen,2013,5000,60.0,no
2000,volkswagen,2000,150000,,unknown
3490,skoda,2004,100000,75.0,no
600,opel,2000,150000,180.0,unknown
1699,mazda,2004,150000,,no
10500,ford,2011,60000,105.0,no
2200,ford,2005,150000,69.0,no
50,volkswagen,2000,150000,,unknown
4100,mercedes_benz,2006,150000,116.0,no
12900,volkswagen,2000,150000,151.0,no
1000,opel,2001,150000,120.0,no
4790,fiat,2007,125000,90.0,no
450,daihatsu,1998,125000,65.0,no
4400,mazda,2005,150000,147.0,no
8450,volkswagen,2015,10000,60.0,no
4900,audi,2016,150000,140.0,unknown
1200,fiat,2005,125000,,unknown
13000,mercedes_benz,2006,150000,224.0,unknown
3500,mercedes_benz,2000,150000,170.0,yes
750,ford,2001,150000,75.0,yes
1250,opel,2003,150000,75.0,yes
6000,mini,2002,150000,163.0,no
16999,audi,2012,100000,140.0,no
300,opel,1997,150000,60.0,unknown
4800,mercedes_benz,2005,150000,95.0,no
17500,mercedes_benz,2005,40000,272.0,unknown
650,audi,2016,150000,101.0,unknown
5999,kia,2008,150000,141.0,no
24999,audi,2014,20000,150.0,no
900,bmw,1995,150000,172.0,no
11430,audi,2011,150000,143.0,no
13500,bmw,2008,150000,197.0,unknown
1450,volvo,2001,150000,,no
29380,audi,2014,10000,150.0,no
10400,mini,2008,80000,174.0,no
2390,ford,2005,150000,116.0,no
3500,mercedes_benz,2002,150000,190.0,no
1800,volkswagen,1995,150000,90.0,no
6000,ford,2013,50000,69.0,no
8777,jeep,2003,150000,258.0,no
200,opel,1997,150000,101.0,unknown
500,volkswagen,2003,150000,75.0,yes
1390,ford,2000,150000,116.0,no
1899,volkswagen,1998,150000,101.0,no
899,ford,2000,150000,116.0,no
2450,citroen,2004,125000,116.0,no
200,renault,2000,150000,58.0,no
6650,volkswagen,2001,150000,125.0,no
2999,mercedes_benz,1995,100000,150.0,no
5000,peugeot,2009,125000,74.0,no
800,ford,2003,150000,60.0,no
3400,suzuki,2009,70000,,unknown
6400,peugeot,2007,125000,150.0,no
1500,nissan,2004,150000,65.0,yes
12800,audi,2010,125000,140.0,no
17000,peugeot,2011,60000,156.0,no
11500,audi,2007,150000,177.0,no
5000,volkswagen,2007,150000,140.0,no
300,trabant,1966,150000,,unknown
1700,nissan,1998,150000,131.0,no
14299,volkswagen,2006,100000,,no
2900,opel,2001,125000,101.0,no
5500,bmw,2002,150000,192.0,no
44000,porsche,2011,80000,245.0,no
3750,volkswagen,1992,150000,98.0,no
550,renault,1999,150000,100.0,yes
1299,renault,2002,150000,116.0,yes
1500,audi,1991,40000,116.0,no
700,skoda,1999,150000,,no
900,opel,1998,150000,65.0,no
4999,volkswagen,2005,150000,75.0,no
5000,toyota,2007,70000,68.0,no
12900,bmw,2006,150000,231.0,unknown
1400,renault,1999,150000,75.0,no
2600,mazda,2003,150000,141.0,no
1700,volkswagen,2000,125000,60.0,no
1300,daewoo,2005,150000,72.0,unknown
1100,trabant,1970,5000,,unknown
14000,bmw,2002,150000,150.0,no
799,opel,1996,150000,,unknown
3990,subaru,2001,60000,125.0,no
8500,bmw,2005,125000,,unknown
29999,mazda,2014,30000,175.0,no
499,citroen,2001,150000,85.0,no
8890,peugeot,2010,50000,120.0,no
1750,smart,2000,125000,54.0,unknown
1000,nissan,2016,5000,,no
750,opel,1998,80000,54.0,no
950,opel,1998,100000,60.0,no
1350,opel,2001,5000,58.0,no
1199,fiat,2002,150000,60.0,no
3050,mercedes_benz,2004,150000,109.0,no
26500,bmw,2011,50000,204.0,no
3000,ford,2005,100000,226.0,no
500,mitsubishi,1992,150000,75.0,no
590,opel,1999,150000,65.0,no
2799,hyundai,2012,90000,90.0,yes
4190,volkswagen,2006,150000,69.0,no
9000,volkswagen,2009,100000,160.0,no
650,fiat,2000,150000,65.0,no
1150,bmw,1996,150000,,unknown
10600,ford,2015,30000,82.0,no
6500,mini,2005,150000,116.0,no
4900,mercedes_benz,2007,150000,109.0,no
26900,sonstige_autos,2006,125000,404.0,no
5900,bmw,2000,150000,170.0,no
580,fiat,2001,150000,,no
12000,volkswagen,2006,150000,102.0,no
1350,mitsubishi,2003,150000,82.0,unknown
1490,bmw,1999,150000,150.0,yes
3969,bmw,2003,150000,204.0,no
7600,bmw,1998,150000,199.0,no
7000,nissan,2012,70000,101.0,unknown
5900,toyota,2005,125000,147.0,no
8900,mercedes_benz,2004,150000,224.0,unknown
1350,volkswagen,1999,150000,115.0,no
2350,bmw,2001,150000,118.0,no
2700,volkswagen,2001,150000,,no
4800,renault,2010,150000,131.0,no
700,volkswagen,2000,150000,75.0,no
1700,volkswagen,2002,150000,116.0,no
43900,porsche,2005,50000,325.0,no
4999,volkswagen,1999,150000,150.0,no
1700,opel,1985,5000,115.0,unknown
4700,bmw,1998,150000,286.0,no
1050,audi,1997,150000,125.0,no
550,opel,1996,150000,136.0,no
33900,audi,2014,30000,204.0,no
13000,nissan,2012,100000,110.0,no
1700,volkswagen,2000,150000,116.0,no
888,audi,1988,150000,,yes
14321,toyota,2012,40000,147.0,no
500,kia,2002,150000,106.0,yes
2900,bmw,2000,150000,135.0,no
6300,volkswagen,2008,150000,170.0,no
1450,nissan,2000,150000,114.0,no
699,opel,1994,150000,,no
5800,volkswagen,1985,5000,50.0,unknown
12900,bmw,1977,70000,197.0,no
7990,mercedes_benz,2006,150000,109.0,no
4950,volkswagen,2006,100000,64.0,no
100,opel,1998,150000,101.0,unknown
750,ford,2002,150000,130.0,yes
3800,audi,2002,150000,102.0,no
600,mercedes_benz,1999,150000,90.0,yes
450,volkswagen,1988,5000,,unknown
17100,audi,2009,150000,,unknown
4400,audi,2003,150000,102.0,no
28800,volkswagen,2012,70000,271.0,no
